"","cty_yr","year","cty","dummy_70","dummy_80","pre_85","post_85","entry_res","polity4","under_imf","signed_imf","wb_all","regime","type2","emil","democracy","gdp","gdp_pc","cur_bop_pcnt","netFDI_pcnt","netFDIout_pcnt","hitech_xprt","iso","mil_govt","mil_gdp","arms_xprt","arms_imprt","time_since_independence","eng_col","fra_col","spa_col","age_of_demo","age_of_demo_p","warnock_smooth","warnock_unsmooth","aid_gdp","aid_govt","aid_gcf","pop","urban","trade_gdp","gdp_grow","cty_1","currency","bank","reschedule","ratiosk","surpe","plp","left_party","entryres_lang","approve_lang","entry_res_colony","belgium_colony","france_colony","dutch_colony","spain_colony","uk_colony","glob_fdi","approve_agg"
"68","aut1975","1975","aut",1,0,1,0,0,10,0,0,NA,1,0,0,1,1.02499e+11,13565.22,500,955,566,1,1,1,1,2,1348,176,0,0,0,30,31,NA,NA,NA,NA,NA,7556000,4934068,59.88859047,-0.36227114,"austria",0,0,0,0.5582,0.0838,7.655931097,1,0,NA,0.681044143774771,0,0,0,0,0,206746.86,NA
"69","aut1976","1976","aut",1,0,1,0,0,10,0,0,NA,1,0,0,1,1.0719e+11,14193.61233,1387,989,740,1,1,1,1,1,1135,177,0,0,0,31,32,NA,NA,NA,NA,NA,7552000,4932966.4,63.36857992,4.57698814,"austria",0,0,0,0.5677,0.0828,7.88383385,1,0,NA,0.711087877545442,0,0,0,0,0,218174.86,NA
"70","aut1977","1977","aut",1,0,1,0,0,10,0,0,NA,1,0,0,1,1.12345e+11,14862.46893,1965,940,826,1,1,1,1,1,999,178,0,0,0,32,33,NA,NA,NA,NA,NA,7559000,4939050.6,64.00401991,4.809436139,"austria",1,0,0,0.5826,0.0807,8.300449625,1,0,NA,0.398204679016487,0,0,0,0,0,246468.21,NA
"71","aut1978","1978","aut",1,0,1,0,0,10,0,0,NA,1,0,0,1,1.1219e+11,14853.73394,1042,1036,771,1,1,1,1,480,1,179,0,0,0,33,34,NA,NA,NA,NA,NA,7553000,4936640.8,63.37278846,-0.138101045,"austria",1,0,0,0.6029,0.0801,8.653633972,1,0,1,0.556205349932287,0,0,0,0,0,293156.12,NA
"72","aut1979","1979","aut",1,0,1,0,0,10,0,0,NA,1,0,0,1,1.1833e+11,15672.89869,1112,1080,709,1,1,1,1,59,302,180,0,0,0,34,35,NA,NA,NA,NA,NA,7550000,4936190,66.82307759,5.472964483,"austria",1,0,0,0.604,0.0792,8.767559042,1,0,1,0.556205349932287,0,0,0,0,0,355048.24,NA
"73","aut1980","1980","aut",0,1,1,0,0,10,0,0,NA,1,0,0,1,1.20441e+11,15946.13103,1790,1164,725,1,1,1,1,562,56,181,0,0,0,35,36,NA,NA,NA,NA,NA,7553000,4939662,70.15950255,1.783770569,"austria",1,0,0,0.6661,0.078,9.816487578,1,0,1,0.349953305088606,0,0,0,0,0,401269.07,NA
"74","aut1981","1981","aut",0,1,1,0,0,10,0,0,NA,1,0,0,1,1.20262e+11,15897.17321,1701,1497,1016,1,1,1,1,620,1,182,0,0,0,36,37,NA,NA,NA,NA,NA,7565000,4950536,71.58741619,-0.148630579,"austria",1,0,0,0.6682,0.0864,8.889088796,1,0,0.5,0.349953305088606,0,0,0,0,0,412996.31,NA
"75","aut1982","1982","aut",0,1,1,0,0.040590405904059,10,0,0,NA,1,0,0,1,1.22604e+11,16187.51006,2806,1166,872,1,1,1,1,582,583,183,0,0,0,37,38,NA,NA,NA,NA,NA,7574000,4959455.2,67.42045594,1.947484343,"austria",1,0,0,0.6849,0.0952,8.271203851,1,0,0.5,0.264467450230058,0,0,0,0,0,419039.04,1
"76","aut1983","1983","aut",0,1,1,0,0.040590405904059,10,0,0,NA,1,0,0,1,1.26361e+11,16732.15695,2692,1184,974,1,1,1,1,581,250,184,0,0,0,38,39,NA,NA,NA,NA,NA,7552000,4948070.4,65.78125554,3.064371413,"austria",0,0,0,0.6276,0.1065,6.77332253,1,0,0.5,0.264467450230058,0,0,0,0,0,449360.21,1
"77","aut1984","1984","aut",0,1,1,0,0.040590405904059,10,0,0,NA,1,0,0,1,1.26337e+11,16728.98504,70,905,685,1,1,1,1,581,182,185,0,0,0,39,40,NA,NA,NA,NA,NA,7552000,4951091.2,69.83481695,-0.018957,"austria",0,0,0,0.7032,0.1157,6.983089169,1,0,0.5,0.341035715912715,0,0,0,0,0,457798.58,1
"78","aut1985","1985","aut",0,1,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.29567e+11,17149.77091,61,1073,690,1,1,1,1,454,23,186,0,0,0,40,41,NA,NA,NA,NA,NA,7555000,4956080,73.32427765,2.556034027,"austria",0,0,0,0.7136,0.1246,6.58149253,1,0,0.333333333333333,0.349645802013576,0,0,0,0,0,552401.15,1
"79","aut1986","1986","aut",0,1,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.32425e+11,17504.96983,2649,943,1039,1,1,1,1,495,1357,187,0,0,0,41,42,NA,NA,NA,NA,NA,7565000,4965666,67.20768149,2.206262466,"austria",0,0,0,0.7445,0.1288,6.643536714,1,0,0.334563345633456,0.186669172247278,0,0,0,0,0,711541.65,1
"80","aut1987","1987","aut",0,1,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.34465e+11,17755.78096,58,1240,962,1,1,1,1,413,1173,188,0,0,0,42,43,NA,NA,NA,NA,NA,7573000,4973946.4,66.27107376,1.540064925,"austria",0,0,0,0.7522,0.133,6.499330504,1,0.000922509225092251,0.334563345633456,0.269079996355519,0,0,0,0,0,850969.07,1
"81","aut1988","1988","aut",0,1,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.39124e+11,18317.84195,49,1228,924,1320,1,1,426,31,112,189,0,0,0,43,44,NA,NA,NA,NA,NA,7595000,4991434,69.9586847,3.465211535,"austria",0,0,0,0.7424,0.136,6.274901757,1,0.000922509225092251,0.334563345633456,0.18728417839734,0,0,0,0,0,1015909.44,1
"82","aut1989","1989","aut",0,1,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.44037e+11,18874.21292,2642,1447,1319,1262,1,1,379,4,1296,190,0,0,0,44,45,NA,NA,NA,NA,NA,7631400,5018408.64,73.94019606,3.531136676,"austria",0,0,0,0.7711,0.1378,6.431160634,1,0.000922509225092251,0.333333333333333,0.131318618741743,0,0,0,0,0,1211420.25,1
"83","aut1990","1990","aut",0,0,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.50669e+11,19539.80806,2753,1344,1495,1318,1,1,356,381,437,191,0,0,0,45,46,NA,NA,NA,NA,NA,7710882,5073760.356,74.58194054,4.604720304,"austria",0,0,0,0.7936,0.1344,6.789050501,1,0.00276752767527675,0.333333333333333,0.119633501890574,0,0,0,0,0,1418775.94,1
"84","aut1991","1991","aut",0,0,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.56088e+11,20014.15258,2613,972,1365,1354,1,1,332,152,437,192,0,0,0,46,47,NA,NA,NA,NA,NA,7798899,5131675.542,72.63203061,3.596754971,"austria",0,0,0,0.8169,0.1266,7.415033703,1,0,0.333333333333333,0.0319951255068106,0,0,0,0,0,1609241.36,1
"85","aut1992","1992","aut",0,0,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.59774e+11,20529.89228,104,2031,1434,1353,1,1,301,152,437,193,0,0,0,47,48,NA,NA,NA,NA,NA,7782519,5120897.502,69.7721237,2.36143321,"austria",0,0,0,0.7956,0.1211,7.551431558,1,0,0.333333333333333,0.0390676962325179,0,0,0,0,0,1667975.75,1
"86","aut1993","1993","aut",0,0,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.60307e+11,20218.40718,138,1782,1295,1366,1,1,310,657,1251,194,0,0,0,48,49,NA,NA,NA,NA,NA,7928746,5217114.868,65.59138779,0.333181485,"austria",0,0,0,0.7946,0.1166,7.835964656,1,0,0.333333333333333,0.0359926654822104,0,0,0,0,0,1999241.12,1
"87","aut1994","1994","aut",0,0,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.64572e+11,20756.401,394,2445,1283,353,1,1,298,103,846,195,0,0,0,49,50,NA,NA,NA,NA,NA,7928746,5217114.868,67.9619966,2.660911005,"austria",0,0,0,0.7947,0.1156,7.901286254,1,0.00276752767527675,0.333333333333333,0.0295351009065646,0,0,0,0,0,2137026.63,1
"88","aut1995","1995","aut",0,0,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.67715e+11,21088.14178,999,2102,1173,1355,1,210,279,1,519,195,0,0,0,50,51,NA,NA,NA,NA,NA,7953067,5233118.086,70.4182182,1.909904846,"austria",0,0,0,0.8109,0.1172,7.951687924,1,0.00276752767527675,0.333333333333333,0.0285681745706346,0,0,0,0,0,2519712.78,1
"89","aut1996","1996","aut",0,0,0,1,0.040590405904059,10,0,0,NA,1,0,0,1,1.72108e+11,21608.13628,939,3115,1389,1357,1,207,268,1,4,195,0,0,0,51,52,NA,NA,NA,NA,NA,7964966,5240947.628,72.52025878,2.619119163,"austria",0,0,0,0.8325,0.1176,8.137496518,1,0.00738007380073801,0.00492004920049201,0.0406204728713954,0,0,0,0,0,2870597.29,1
"90","aut1997","1997","aut",0,0,0,1,0.033210332103321,10,0,0,NA,1,0,0,1,1.75274e+11,21988.64003,1064,2682,1467,362,1,209,267,3,364,195,0,0,0,52,53,NA,NA,NA,NA,NA,7971116,5244994.328,79.23875152,1.839500958,"austria",0,0,0,0.8295,0.1186,8.037902355,1,0.00461254612546125,0.00492004920049201,0.0425830258302583,0,0,0,0,0,3075667.94,0.018450184501845
"91","aut1998","1998","aut",0,0,0,1,0.033210332103321,10,0,0,NA,1,0,0,1,1.81515e+11,22739.27627,1052,3383,1571,363,1,204,254,314,468,195,0,0,0,53,54,NA,NA,NA,NA,NA,7982461,5252459.338,81.98703428,3.560930686,"austria",0,0,0,NA,NA,NA,1,0.00461254612546125,0.00492004920049201,0.0285608856088561,0,0,0,0,0,3688721.62,0.003690036900369
"92","aut1999","1999","aut",0,0,0,1,0.03690036900369,10,0,0,NA,1,0,0,1,1.87544e+11,23436.61235,439,2808,1623,394,1,202,249,435,973,195,0,0,0,54,55,NA,NA,NA,NA,NA,8002186,5265438.388,83.61112319,3.321341124,"austria",0,0,0,NA,NA,NA,1,0.003690036900369,0.00861008610086101,0.0982017138579346,0,0,0,0,0,4372336.52,0.00738007380073801
"93","aut2000","2000","aut",0,0,0,1,0.014760147601476,10,0,0,NA,1,0,0,1,1.93838e+11,24194.814,179,4043,1776,474,1,206,248,286,583,195,0,0,0,55,56,NA,NA,NA,NA,NA,8011560.509,5271606.815,89.4929465,3.3560555,"austria",0,0,0,NA,NA,NA,0,0.00922509225092251,0.013530135301353,0.0339896458666079,0,0,0,0,0,5272429.95,0.003690036900369
"94","bel1970","1970","bel",1,0,1,0,NA,10,0,0,NA,0,0,0,1,1.10333e+11,11447.67466,2603,361,157,1,1,1,1,1,997,141,0,0,0,77,27,NA,NA,NA,NA,NA,9638000,9040444,98.93532375,NA,"belgium",0,0,0,NA,NA,NA,NA,0.0044280442804428,NA,0.0719557195571956,0,0,1,0,0,109125.12,NA
"95","bel1971","1971","bel",1,0,1,0,NA,10,0,0,NA,0,0,0,1,1.14473e+11,11834.32916,2603,361,157,1,1,1,1,1,980,142,0,0,0,78,28,NA,NA,NA,NA,NA,9673000,9086816.2,96.51812725,3.752992566,"belgium",0,0,0,NA,NA,NA,NA,0.0044280442804428,1,0.0756457564575646,0,0,1,0,0,124253.72,NA
"96","bel1972","1972","bel",1,0,1,0,NA,10,0,0,NA,0,0,0,1,1.2049e+11,12410.11158,2603,361,157,1,1,1,1,1,980,143,0,0,0,79,29,NA,NA,NA,NA,NA,9709000,9134227.2,96.10125508,5.255634832,"belgium",1,0,0,0.6727,0.2562,3.018526238,NA,0.0044280442804428,1,0.270848708487085,0,0,1,0,0,139359.15,NA
"97","bel1973","1973","bel",1,0,1,0,NA,10,0,0,NA,0,0,0,1,1.27867e+11,13130.6832,2603,361,157,1,1,1,1,1,1049,144,0,0,0,80,30,NA,NA,NA,NA,NA,9738000,9175143.6,106.1719313,6.122361592,"belgium",1,0,0,0.5557,0.251,2.544497315,NA,0.170356703567036,0.666666666666667,0.742224565102794,0,0,1,0,0,163443.43,NA
"98","bel1974","1974","bel",1,0,1,0,0,10,0,0,NA,0,0,0,1,1.33237e+11,13640.1006,2603,361,157,1,1,1,1,1,1287,145,0,0,0,81,31,NA,NA,NA,NA,NA,9768000,9217084.8,118.7207567,4.199618983,"belgium",1,0,0,0.5769,0.2458,2.697443889,NA,0.170356703567036,0.666666666666667,0.857142857142857,0,0,1,0,0,191560.89,NA
"99","bel1975","1975","bel",1,0,1,0,0,10,0,0,NA,0,0,0,1,1.31468e+11,13421.99068,2672,2850,1088,1,1,1,1,1,201,146,0,0,0,82,32,NA,NA,NA,NA,NA,9795000,9256275,103.2171237,-1.327041681,"belgium",0,0,0,0.6024,0.2409,2.874022693,0,0.0141451414514145,0.4,0.681044143774771,0,0,1,0,0,206746.86,NA
"100","bel1976","1976","bel",1,0,1,0,0,10,0,0,NA,0,0,0,1,1.389e+11,14157.58198,2732,2666,1200,1,1,1,1,1,497,147,0,0,0,83,33,NA,NA,NA,NA,NA,9811000,9289054.8,109.1853762,5.652794266,"belgium",0,0,0,0.6308,0.2382,3.0442027,0,0.00461254612546125,0.4,0.711087877545442,0,0,1,0,0,218174.86,NA
"101","bel1977","1977","bel",1,0,1,0,0,10,0,0,NA,0,0,0,1,1.3977e+11,14230.26575,174,2909,1243,1,1,1,1,1,453,148,0,0,0,84,34,NA,NA,NA,NA,NA,9822000,9317149.2,107.9019662,0.626085734,"belgium",0,0,0,0.6545,0.2358,3.190510496,0,0.143911439114391,0.4,0.398204679016487,0,0,1,0,0,246468.21,NA
"102","bel1978","1978","bel",1,0,1,0,0,10,0,0,NA,0,0,0,1,1.43742e+11,14622.77175,218,2823,1238,1,1,1,1,265,854,149,0,0,0,85,35,NA,NA,NA,NA,NA,9830000,9342432,104.1070609,2.841944287,"belgium",0,0,0,0.6938,0.2337,3.412963469,0,0.127921279212792,0.5,0.556205349932287,0,0,1,0,0,293156.12,NA
"103","bel1979","1979","bel",1,0,1,0,0,10,0,0,NA,0,0,0,1,1.47107e+11,14954.45412,1120,2365,1539,1,1,1,1,423,1248,150,0,0,0,86,36,NA,NA,NA,NA,NA,9837000,9366791.4,114.5508491,2.341085033,"belgium",1,0,0,0.717,0.2316,3.557935826,0,0.12029520295203,0.428571428571429,0.556205349932287,0,0,1,0,0,355048.24,NA
"104","bel1980","1980","bel",0,1,1,0,0,10,0,0,NA,0,0,0,1,1.53697e+11,15608.47055,1551,2658,799,1,1,1,1,3,1038,151,0,0,0,87,37,NA,NA,NA,NA,NA,9847000,9394038,116.2230418,4.479491751,"belgium",1,0,0,0.7334,0.2295,3.673139298,0,0.183579335793358,0.428571428571429,0.349953305088606,0,0,1,0,0,401269.07,NA
"105","bel1981","1981","bel",0,1,1,0,0,10,0,0,NA,0,0,0,1,1.53267e+11,15556.97999,1626,2756,679,1,1,1,1,61,941,152,0,0,0,88,38,NA,NA,NA,NA,NA,9852000,9408660,124.3042317,-0.279279209,"belgium",1,0,0,0.7481,0.2316,3.71267821,0,0.168038603462958,0.375,0.349953305088606,0,0,1,0,0,412996.31,0
"106","bel1982","1982","bel",0,1,1,0,0,10,0,0,NA,0,0,0,1,1.54179e+11,15643.19082,1166,2960,82,1,1,1,1,504,819,153,0,0,0,89,39,NA,NA,NA,NA,NA,9856000,9422336,132.9925422,0.594987629,"belgium",1,0,0,0.7526,0.2338,3.700465099,0,0.158935160780179,0.444444444444444,0.264467450230058,0,0,1,0,0,419039.04,0
"107","bel1983","1983","bel",0,1,1,0,0,10,0,0,NA,0,0,0,1,1.5466e+11,15691.96765,146,2872,1125,1,1,1,1,670,1032,154,0,0,0,90,40,NA,NA,NA,NA,NA,9856000,9432192,135.7777619,0.311808694,"belgium",1,0,0,0.7617,0.236,3.709533176,0,0.159989457037428,0.444444444444444,0.264467450230058,0,0,1,0,0,449360.21,0
"108","bel1984","1984","bel",0,1,1,0,0,10,0,0,NA,0,0,0,1,1.58475e+11,16083.89035,11,1516,1074,1,1,1,1,684,1061,155,0,0,0,91,41,NA,NA,NA,NA,NA,9853000,9439174,144.6139474,2.466402173,"belgium",1,0,0,0.7642,0.2386,3.680941749,0,0.161307327358988,0.444034440344403,0.341035715912715,0,0,1,0,0,457798.58,0
"109","bel1985","1985","bel",0,1,0,1,0,10,0,0,NA,0,0,0,1,1.61092e+11,16341.26842,2771,2660,1069,1,1,1,1,265,646,156,0,0,0,92,42,NA,NA,NA,NA,NA,9858000,9453822,139.703794,1.651780757,"belgium",0,0,0,0.139,0.2407,0.663613338,0,0.161307327358988,0.399630996309963,0.349645802013576,0,0,1,0,0,552401.15,0
"110","bel1986","1986","bel",0,1,0,1,0,10,0,0,NA,0,0,0,1,1.64029e+11,16632.38297,3118,1814,1602,1,1,1,1,1,1301,157,0,0,0,93,43,NA,NA,NA,NA,NA,9862000,9467520,126.6778456,1.82276758,"belgium",0,0,0,0.1429,0.2414,0.680577559,0,0.161834475487612,0.302214022140221,0.186669172247278,0,0,1,0,0,711541.65,0.003690036900369
"111","bel1987","1987","bel",0,1,0,1,0,10,0,0,NA,0,0,0,1,1.67812e+11,17002.24346,2943,2944,1673,1,1,1,1,1,1301,158,0,0,0,94,44,NA,NA,NA,NA,NA,9870000,9485070,123.962405,2.306660541,"belgium",0,0,0,0.1477,0.2419,0.701855112,0,0.160516605166052,0.299630996309963,0.269079996355519,0,0,1,0,0,850969.07,0.003690036900369
"112","bel1988","1988","bel",0,1,0,1,0,10,0,0,NA,0,0,0,1,1.75738e+11,17747.7533,3082,3799,1733,1,1,1,1245,556,880,159,0,0,0,95,45,NA,NA,NA,NA,NA,9902000,9525724,131.2971041,4.723204202,"belgium",0,0,0,0.1517,0.2407,0.724328807,0,0.1615709014233,0.36330090573633,0.18728417839734,0,0,1,0,0,1015909.44,0.003690036900369
"113","bel1989","1989","bel",0,1,0,1,0,10,0,0,NA,0,0,0,1,1.81835e+11,18296.93093,3080,4037,1828,1,1,1,1171,367,439,160,0,0,0,96,46,NA,NA,NA,NA,NA,9938000,9570294,140.8988804,3.469162967,"belgium",0,0,0,0.1538,0.2394,0.73814693,0,0.158408012651555,0.272727272727273,0.131318618741743,0,0,1,0,0,1211420.25,0
"114","bel1990","1990","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,1.8754e+11,18815.31804,2929,3963,1790,1,1,1,1107,3,722,161,0,0,0,97,47,NA,NA,NA,NA,NA,9967400,9608573.6,136.9867166,3.137407303,"belgium",0,0,0,0.1566,0.2386,0.754230031,0,0.161043753294676,0.185172760818517,0.119633501890574,0,0,1,0,0,1418775.94,0
"115","bel1991","1991","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,1.90978e+11,19089.16186,3088,4057,1784,1,1,1,1068,3,162,162,0,0,0,98,48,NA,NA,NA,NA,NA,10004500,9652341.6,133.7412979,1.833060926,"belgium",0,0,0,0.1581,0.2329,0.78009929,0,0.158671586715867,0.181818181818182,0.0319951255068106,0,0,1,0,0,1609241.36,0
"116","bel1992","1992","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,1.93901e+11,19303.21293,3150,4105,1861,1,1,1,753,1,1128,163,0,0,0,99,49,NA,NA,NA,NA,NA,10045000,9699452,129.7704456,1.530679686,"belgium",0,0,0,0.1628,0.1853,1.01014489,0,0.1615709014233,0.181818181818182,0.0390676962325179,0,0,1,0,0,1667975.75,0
"117","bel1993","1993","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,1.92036e+11,19042.65507,3364,4102,1718,1,1,1,684,1,1381,164,0,0,0,100,50,NA,NA,NA,NA,NA,10084500,9745660.8,122.9399483,-0.961893453,"belgium",0,0,0,NA,0.1771,NA,0,0.158144438587243,0.181818181818182,0.0359926654822104,0,0,1,0,0,1999241.12,0
"118","bel1994","1994","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,1.98233e+11,19596.72517,3373,3856,1241,1,1,1,649,381,1011,165,0,0,0,101,51,NA,NA,NA,NA,NA,10115600,9783808.32,127.6985377,3.226993482,"belgium",0,0,0,NA,0.1678,NA,0,0.156562994201371,0.181818181818182,0.0295351009065646,0,0,1,0,0,2137026.63,0
"119","bel1995","1995","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,2.0296e+11,20022.09916,3361,3914,1832,1,1,298,603,426,302,165,0,0,0,102,52,NA,NA,NA,NA,NA,10136800,9812422.4,131.2466912,2.384764575,"belgium",0,0,0,NA,0.1644,NA,0,0.156826568265683,0.181818181818182,0.0285681745706346,0,0,1,0,0,2519712.78,0
"120","bel1996","1996","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,2.05385e+11,20221.06802,3356,4135,1778,1,1,294,589,643,871,165,0,0,0,103,53,NA,NA,NA,NA,NA,10157000,9838070.2,135.3487954,1.195000472,"belgium",0,0,0,NA,0.1629,NA,0,0.0805026474985939,0.345633456334563,0.0406204728713954,0,0,1,0,0,2870597.29,0.00738007380073801
"121","bel1997","1997","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,2.12599e+11,20881.8958,3395,4095,1777,1,1,292,545,676,1063,165,0,0,0,104,54,NA,NA,NA,NA,NA,10181000,9867425.2,143.5542354,3.512028469,"belgium",0,0,0,NA,0.1612,NA,0,0.144833948339483,0.336715867158672,0.0425830258302583,0,0,1,0,0,3075667.94,0.00738007380073801
"122","bel1998","1998","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,2.16175e+11,21187.37374,3340,4417,1688,1,1,291,522,499,1148,165,0,0,0,105,55,NA,NA,NA,NA,NA,10203000,9894869.4,145.0542749,1.682134043,"belgium",1,0,0,NA,NA,NA,0,0.13088777946603,0.312801589554357,0.0285608856088561,0,0,1,0,0,3688721.62,0.00738007380073801
"123","bel1999","1999","bel",0,0,0,1,0,10,0,0,NA,0,0,0,1,2.23562e+11,21862.0716,3393,4236,1878,1361,1,290,510,499,1135,165,0,0,0,106,56,NA,NA,NA,NA,NA,10226000,9923310.4,146.313925,3.417035997,"belgium",1,0,0,NA,NA,NA,0,0.13088777946603,0.317059324439398,0.0982017138579346,0,0,1,0,0,4372336.52,0.003690036900369
"124","bel2000","2000","bel",0,0,0,1,0.029520295202952,10,0,0,NA,0,0,0,1,2.31934e+11,22623.27831,3347,4460,1899,1400,1,289,476,354,860,165,0,0,0,107,57,NA,NA,NA,NA,NA,10252000,9954692,166.3527197,3.744966592,"belgium",1,0,0,NA,NA,NA,0,0.187540698936401,0.316491626454726,0.0339896458666079,0,0,1,0,0,5272429.95,0.003690036900369
"125","bhr1970","1970","bhr",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603,361,157,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219567,183997.146,NA,NA,"bahrain",0,0,0,NA,NA,NA,NA,0.5,0,0.0719557195571956,0,0,0,0,1,109125.12,NA
"126","bhr1971","1971","bhr",1,0,1,0,NA,-10,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,227724,191379.2496,NA,NA,"bahrain",0,0,0,NA,NA,NA,NA,0.333333333333333,0,0.0756457564575646,0,0,0,0,1,124253.72,NA
"127","bhr1972","1972","bhr",1,0,1,0,NA,-10,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1091,2,1,0,0,0,0,NA,NA,NA,NA,NA,237029,199768.0412,NA,NA,"bahrain",0,0,0,NA,NA,NA,NA,0.333333333333333,0,0.270848708487085,0,0,0,0,1,139359.15,NA
"128","bhr1973","1973","bhr",1,0,1,0,NA,-7,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,2,3,1,0,0,0,0,NA,NA,NA,NA,NA,247518,209202.2136,NA,NA,"bahrain",0,0,0,NA,NA,NA,NA,0.5,0,0.742224565102794,0,0,0,0,1,163443.43,NA
"129","bhr1974","1974","bhr",1,0,1,0,NA,-7,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,3,4,1,0,0,0,0,NA,NA,NA,NA,NA,259176,219677.5776,NA,NA,"bahrain",0,0,0,NA,NA,NA,NA,0.5,0,0.857142857142857,0,0,0,0,1,191560.89,NA
"130","bhr1975","1975","bhr",1,0,1,0,NA,-10,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,5,1,0,0,0,0,NA,NA,NA,NA,NA,271938,231147.3,NA,NA,"bahrain",0,0,0,NA,NA,NA,0,0.302055877701634,0,0.681044143774771,0,0,0,0,1,206746.86,NA
"131","bhr1976","1976","bhr",1,0,1,0,NA,-10,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,6,1,0,0,0,0,NA,NA,NA,NA,NA,285925,243665.285,NA,NA,"bahrain",0,0,0,NA,NA,NA,0,0.302055877701634,0,0.711087877545442,0,0,0,0,1,218174.86,NA
"132","bhr1977","1977","bhr",1,0,1,0,1,-10,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,871,7,1,0,0,0,0,NA,NA,NA,NA,NA,301036,257205.1584,NA,NA,"bahrain",0,0,0,NA,NA,NA,0,0.535145886774853,0,0.398204679016487,0,0,0,0,1,246468.21,NA
"133","bhr1978","1978","bhr",1,0,1,0,1,-10,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1173,8,1,0,0,0,0,NA,NA,NA,NA,NA,316711,271294.6426,NA,NA,"bahrain",0,0,0,NA,NA,NA,0,0.577405351613503,0,0.556205349932287,0,0,0,0,1,293156.12,NA
"134","bhr1979","1979","bhr",1,0,1,0,1,-10,0,0,0,5,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1091,9,1,0,0,0,0,NA,NA,NA,NA,NA,332206,285298.5128,NA,NA,"bahrain",1,0,0,NA,NA,NA,0,0.581766304313939,0,0.556205349932287,0,0,0,0,1,355048.24,NA
"135","bhr1980","1980","bhr",0,1,1,0,1,-10,0,0,0,5,0,0,0,3983298816,11479.34655,3412,306,157,1,1,1,1,1,371,10,1,0,0,0,0,NA,NA,5.284398745,NA,10.99514805,346997,298764.417,239.348938,NA,"bahrain",1,0,0,NA,NA,NA,0,0.408670027896629,0,0.349953305088606,0,0,0,0,1,401269.07,NA
"136","bhr1981","1981","bhr",0,1,1,0,1,-10,0,0,0,5,0,0,0,3771518976,10452.31417,2999,362,157,1,1,1,1,1,1051,11,1,0,0,0,0,NA,NA,4.15119873,NA,9.860814253,360831,311469.3192,251.1388855,-5.316696167,"bahrain",1,0,0,NA,NA,NA,0,0.385684302939684,0,0.349953305088606,0,0,0,0,1,412996.31,NA
"137","bhr1982","1982","bhr",0,1,1,0,1,-10,0,0,0,5,0,0,0,3486534912,9325.078398,2991,2084,157,1,1,1,1,1,1083,12,1,0,0,0,0,NA,NA,2.622520928,NA,7.028545719,373888,323562.6752,225.7586823,-7.55621767,"bahrain",1,0,0,NA,NA,NA,0,0.385684302939684,0,0.264467450230058,0,0,0,0,1,419039.04,NA
"138","bhr1983","1983","bhr",0,1,1,0,1,-10,0,0,0,5,0,0,0,3708849408,9593.381896,3136,3020,157,1,1,1,1,1,4,13,1,0,0,0,0,NA,NA,6.082994665,NA,13.2701946,386605,335418.498,189.6325836,6.376377106,"bahrain",0,0,0,NA,NA,NA,0,0.385684302939684,0,0.264467450230058,0,0,0,0,1,449360.21,NA
